municipio_ibge;agencias;cod_ibge;postos
4305009;2;430500;2
4305108;58;430510;33
4305116;1;430511;2
4305124;1;430512;1
4305132;1;430513;1
4305173;1;430517;1
4305207;3;430520;3
4305306;2;430530;3
4305355;3;430535;1
4305405;1;430540;2
4305439;2;430543;NA
4305454;1;430545;NA
4305504;1;430550;1
4305603;2;430560;2
4305702;2;430570;2
4305801;3;430580;3
4305900;2;430590;2
4305959;1;430595;1
4306007;2;430600;4
4306056;1;430605;2
4306106;7;430610;7
4306205;2;430620;2
4306304;2;430630;2
4306320;1;430632;2
4306379;1;430637;NA
4306403;5;430640;4
4306452;2;430645;1
4306502;2;430650;2
4306601;6;430660;3
4306700;1;430670;1
4306734;2;430673;1
4306767;3;430676;1
4306809;4;430680;4
4306908;3;430690;1
4306932;2;430693;1
4306957;1;430695;1
4306973;1;430697;2
4307005;10;430700;23
4307054;1;430705;2
4307104;1;430710;1
4307203;1;430720;2
4307302;2;430730;2
4307401;2;430740;1
4307500;3;430750;5
4307559;1;430755;2
4307609;4;430760;4
4307708;6;430770;4
4307807;3;430780;5
4307815;1;430781;1
4307831;1;430783;1
4307906;7;430790;6
4308003;3;430800;2
4308078;1;430807;1
4308102;2;430810;3
4308201;4;430820;7
4308300;2;430830;2
4308409;1;430840;1
4308458;2;430845;1
4308508;4;430850;13
4308607;5;430860;5
4308656;1;430865;1
4308706;1;430870;3
4308805;1;430880;1
4308904;3;430890;6
4309001;3;430900;3
4309050;1;430905;1
4309100;6;430910;6
4309159;1;430915;1
4309209;15;430920;8
4309308;6;430930;3
4309407;3;430940;5
4309506;2;430950;2
4309555;1;430955;2
4309605;4;430960;6
4309654;1;430965;1
4309704;1;430970;3
4309753;1;430975;1
4309803;1;430980;2
4309902;2;430990;3
4309951;1;430995;1
4310009;3;431000;7
4310108;5;431010;3
4310207;10;431020;7
4310306;1;431030;2
4310330;2;431033;1
4310363;1;431036;1
4310405;2;431040;2
4310439;1;431043;4
4310504;1;431050;2
4310553;1;431055;1
4310603;4;431060;1
4310702;1;431070;2
4310801;3;431080;4
4310900;1;431090;2
4311007;3;431100;1
4311106;3;431110;1
4311130;1;431113;1
4311155;1;431115;2
4311205;3;431120;5
4311254;1;431125;1
4311304;5;431130;5
4311403;9;431140;14
4311502;2;431150;1
4311601;1;431160;2
4311700;2;431170;3
4311718;1;431171;1
4311759;1;431175;1
4311775;1;431177;1
4311791;1;431179;1
4311809;4;431180;9
4311908;2;431190;2
4311981;1;431198;1
4312005;1;431200;2
4312104;1;431210;1
4312203;1;431220;2
4312252;1;431225;1
4312302;1;431230;2
4312401;6;431240;5
4312500;3;431250;1
4312609;2;431260;1
4312658;4;431265;4
4312708;2;431270;3
4312757;1;431275;1
4312807;1;431280;2
4312906;3;431290;3
4313003;1;431300;1
4313037;1;431303;1
4313060;3;431306;3
4313086;1;431308;1
4313102;2;431310;2
4313201;3;431320;6
4313300;5;431330;6
4313359;1;431335;2
4313375;2;431337;3
4313391;1;431339;2
4313409;29;431340;19
4313508;7;431350;3
4313607;1;431360;3
4313656;3;431365;1
4313706;4;431370;4
4313805;2;431380;3
4313904;5;431390;6
4313953;2;431395;1
4314001;1;431400;3
4314027;2;431402;2
4314035;1;431403;1
4314050;4;431405;3
4314068;1;431406;1
4314076;1;431407;1
4314100;23;431410;20
4314159;1;431415;1
4314209;1;431420;1
4314308;2;431430;1
4314407;28;431440;16
4314423;1;431442;3
4314472;1;431447;1
4314498;1;431449;2
4314506;3;431450;2
4314605;2;431460;2
4314704;2;431470;3
4314779;1;431477;2
4314803;4;431480;3
4314902;258;431490;65
4315008;1;431500;2
4315107;2;431510;3
4315131;1;431513;1
4315156;1;431515;1
4315206;1;431520;2
4315305;3;431530;1
4315321;1;431532;1
4315404;1;431540;1
4315503;3;431550;2
4315602;14;431560;9
4315701;3;431570;2
4315750;1;431575;1
4315800;2;431580;1
4315909;1;431590;2
4316006;2;431600;3
4316105;2;431610;3
4316204;1;431620;2
4316303;2;431630;2
4316402;4;431640;3
4316436;1;431643;1
4316451;3;431645;2
4316501;2;431650;2
4316600;3;431660;5
4316709;2;431670;1
4316758;1;431675;2
4316808;14;431680;10
4316907;31;431690;15
4316956;1;431695;2
4317004;1;431700;1
4317103;6;431710;3
4317202;8;431720;14
4317301;4;431730;2
4317400;4;431740;6
4317509;6;431750;8
4317608;5;431760;3
4317707;1;431770;1
4317756;1;431775;2
4317806;3;431780;3
4317905;3;431790;3
4318002;6;431800;5
4318051;1;431805;4
4318101;3;431810;1
4318200;3;431820;2
4318309;7;431830;4
4318408;3;431840;2
4318424;1;431842;3
4318440;1;431844;2
4318481;1;431848;1
4318507;3;431850;1
4318606;2;431860;3
4318622;2;431862;1
4318705;21;431870;9
4318804;4;431880;6
4318903;3;431890;5
4319000;3;431900;4
4319109;2;431910;3
4319125;1;431912;1
4319158;2;431915;1
4319208;1;431920;1
4319307;2;431930;2
4319406;3;431940;1
4319505;3;431950;1
4319604;4;431960;2
4319752;1;431975;1
4319802;2;431980;1
4319901;6;431990;4
4320008;9;432000;1
4320107;3;432010;7
4320206;2;432020;3
4320263;1;432026;2
4320305;1;432030;2
4320354;1;432035;1
4320404;3;432040;4
4320503;2;432050;2
4320552;2;432055;1
4320602;1;432060;2
4320651;1;432065;1
4320677;1;432067;2
4320701;3;432070;2
4320800;3;432080;6
4320909;3;432090;6
4321006;3;432100;3
4321105;3;432110;1
4321204;6;432120;5
4321303;3;432130;2
4321352;1;432135;NA
4321402;3;432140;3
4321436;1;432143;2
4321451;3;432145;6
4321477;1;432147;2
4321501;6;432150;4
4321600;7;432160;3
4321634;1;432163;2
4321667;2;432166;2
4321709;3;432170;2
4321808;3;432180;5
4321857;1;432185;2
4321907;3;432190;5
4321956;1;432195;2
4322004;4;432200;1
4322103;2;432210;2
4322202;3;432220;5
4322251;1;432225;2
4322301;2;432230;3
4322400;7;432240;4
4322509;7;432250;6
4322525;1;432252;1
4322533;1;432253;2
4322541;1;432254;1
4322608;5;432260;5
4322707;3;432270;3
4322806;4;432280;5
4322905;2;432290;2
4323002;11;432300;6
4323101;1;432310;1
4323200;2;432320;1
4323309;1;432330;2
4323408;1;432340;1
4323457;1;432345;2
4323804;1;432380;2
5000203;1;500020;2
5000609;3;500060;5
5000708;1;500070;1
5000807;1;500080;1
5000906;1;500090;2
5001003;3;500100;3
5001102;5;500110;2
5001243;1;500124;3
5001508;1;500150;3
5001904;3;500190;2
5002001;1;500200;1
5002100;2;500210;2
5002209;3;500220;3
5002308;1;500230;1
5002407;3;500240;4
5002605;1;500260;2
5002704;74;500270;51
5002902;4;500290;2
5002951;4;500295;3
5003207;4;500320;3
5003256;2;500325;3
5003306;3;500330;2
5003454;1;500345;2
5003504;1;500350;2
5003702;15;500370;17
5003751;1;500375;1
5003801;2;500380;2
5004007;1;500400;2
5004106;1;500410;1
5004304;1;500430;1
5004403;1;500440;2
5004502;1;500450;3
5004601;1;500460;2
5004700;3;500470;3
5005004;3;500500;2
5005251;1;500525;3
5005400;3;500540;6
5005608;3;500560;2
5005681;2;500568;2
5005707;4;500570;3
5005806;1;500580;1
5006002;3;500600;3
5006200;4;500620;5
5006309;4;500630;2
5006408;1;500640;2
5006606;5;500660;7
5006903;3;500690;NA
5007109;2;500710;2
5007208;4;500720;3
5007406;2;500740;2
5007695;2;500769;3
5007703;1;500770;2
5007901;3;500790;5
5007935;2;500793;2
5008008;1;500800;1
5008305;8;500830;8
5100201;3;510020;3
5100250;5;510025;6
5100300;2;510030;2
5100409;2;510040;2
5100607;2;510060;1
5101258;2;510125;3
5101308;1;510130;2
5101407;1;510140;3
5101704;3;510170;2
5101803;7;510180;4
5101902;1;510190;2
5102504;6;510250;3
5102603;1;510260;1
5102637;4;510263;6
5102678;3;510267;4
5102686;1;510268;2
5102702;3;510270;4
5103007;2;510300;2
5103056;1;510305;2
5103205;3;510320;3
5103304;2;510330;2
5103353;3;510335;3
5103403;58;510340;40
5103502;3;510350;3
5103700;1;510370;2
5103858;1;510385;3
5104104;3;510410;4
5104203;1;510420;1
5104526;1;510452;2
5104559;1;510455;2
5104609;2;510460;3
5104807;3;510480;3
5105002;1;510500;2
5105101;4;510510;4
5105150;3;510515;4
5105176;1;510517;2
5105200;1;510520;2
5105259;9;510525;11
5105507;1;510550;4
5105606;2;510560;2
5105622;3;510562;2
5106216;1;510621;2
5106224;3;510622;11
5106232;1;510623;2
5106240;1;510624;3
5106257;2;510625;2
5106281;1;510628;1
5106299;1;510629;2
5106307;1;510630;2
5106372;1;510637;2
5106422;3;510642;3
5106505;2;510650;1
5106752;3;510675;5
5106778;1;510677;1
5106802;1;510680;2
5107008;1;510700;3
5107040;5;510704;8
5107065;3;510706;3
5107107;1;510710;2
5107180;1;510718;2
5107206;1;510720;2
5107305;1;510730;3
5107602;14;510760;20
5107701;1;510770;2
5107800;1;510780;1
5107859;2;510785;2
5107875;4;510787;3
5107909;12;510790;14
5107925;8;510792;12
5107941;1;510794;3
5107958;8;510795;9
5108006;2;510800;3
5108055;1;510805;2
5108204;1;510820;2
5108402;11;510840;13
5108501;1;510850;3
5108600;2;510860;1
5108956;1;510895;2
5200100;2;520010;NA
5200134;3;520013;1
5200258;6;520025;1
5200308;4;520030;1
5200605;1;520060;NA
5200803;2;520080;NA
5201108;26;520110;18
5201306;3;520130;1
5201405;15;520140;8
5201702;2;520170;2
5202155;1;520215;1
5202502;1;520250;1
5202601;1;520260;NA
5203203;1;520320;1
5203302;3;520330;2
5203401;1;520340;2
5203500;4;520350;1
5203807;1;520380;1
5203906;1;520390;1
5204003;1;520400;NA
5204102;1;520410;1
5204250;1;520425;1
5204300;2;520430;1
5204409;3;520440;2
5204508;6;520450;3
5204706;3;520470;1
5204805;1;520480;1
5204904;4;520490;1
5205059;1;520505;NA
5205109;7;520510;9
5205307;1;520530;NA
5205406;3;520540;2
5205471;2;520547;2
5205497;2;520549;1
5205513;1;520551;1
5205802;3;520580;1
5205901;3;520590;2
5206206;4;520620;5
5206404;4;520640;1
5207253;1;520725;1
5207402;2;520740;1
5207600;1;520760;NA
5207808;2;520780;1
5208004;7;520800;5
5208103;1;520810;1
5208400;1;520840;1
5208509;1;520850;1
5208608;4;520860;2
5208707;134;520870;62
5208806;2;520880;1
5208905;3;520890;1
5209101;5;520910;3
5209200;2;520920;NA
5209705;3;520970;2
5209937;1;520993;1
5209952;2;520995;1
5210000;4;521000;2
5210109;4;521010;3
5210208;4;521020;2
5210406;4;521040;2
5210604;1;521060;1
5210901;3;521090;1
5211008;1;521100;NA
5211206;3;521120;2
5211305;1;521130;1
5211404;1;521140;1
5211503;7;521150;5
5211701;1;521170;1
5211800;4;521180;1
5211909;8;521190;4
5212105;2;521210;1
5212204;4;521220;2
5212501;7;521250;5
5212808;2;521280;1
5212956;1;521295;NA
5213004;2;521300;NA
5213087;4;521308;1
5213103;4;521310;4
5213756;3;521375;1
5213806;5;521380;2
5213905;1;521390;NA
5214002;3;521400;2
5214408;1;521440;1
5214507;4;521450;2
5214606;4;521460;2
5214838;3;521483;1
5215009;1;521500;1
5215231;4;521523;1
5215306;3;521530;3
5215504;1;521550;1
5215603;3;521560;2
5215702;4;521570;1
5216304;1;521630;1
5216403;4;521640;1
5216809;2;521680;1
5217104;4;521710;1
5217203;4;521720;2
5217302;4;521730;1
5217401;4;521740;4
5217609;5;521760;3
5217708;3;521770;2
5218003;4;521800;3
5218300;4;521830;2
5218508;4;521850;2
5218607;1;521860;1
5218805;17;521880;14
5218904;3;521890;NA
5219001;2;521900;1
5219100;1;521910;NA
5219308;3;521930;2
5219704;3;521970;1
5219753;3;521975;NA
5219803;2;521980;NA
5220009;1;522000;1
5220108;4;522010;2
5220207;4;522020;2
5220405;4;522040;2
5220454;5;522045;4
5220504;1;522050;1
5220603;3;522060;3
5221403;5;522140;3
5221601;4;522160;3
5221700;2;522170;NA
5221858;7;522185;3
5222005;2;522200;3
5222054;2;522205;NA
5300108;312;530010;76
1100031;NA;110003;2
1100072;NA;110007;2
1100262;NA;110026;1
1100296;NA;110029;2
1100379;NA;110037;3
1100502;NA;110050;4
1100601;NA;110060;1
1100700;NA;110070;4
1100908;NA;110090;1
1100924;NA;110092;3
1100940;NA;110094;2
1101005;NA;110100;5
1101104;NA;110110;2
1101435;NA;110143;2
1101450;NA;110145;1
1101468;NA;110146;1
1101476;NA;110147;1
1101484;NA;110148;2
1101500;NA;110150;3
1101559;NA;110155;2
1101609;NA;110160;3
1101757;NA;110175;3
1101807;NA;110180;2
1300102;NA;130010;1
1301654;NA;130165;1
1400050;NA;140005;1
1400159;NA;140015;1
1400233;NA;140023;1
1600402;NA;160040;2
1600709;NA;160070;1
1703107;NA;170310;1
1706100;NA;170610;1
1707108;NA;170710;1
1707207;NA;170720;1
1707553;NA;170755;1
1712504;NA;171250;1
1716208;NA;171620;1
1717503;NA;171750;1
2102036;NA;210203;1
2103257;NA;210325;1
2103752;NA;210375;1
2105989;NA;210598;1
2110658;NA;211065;1
2110856;NA;211085;1
2111805;NA;211180;1
2414209;NA;241420;1
2502508;NA;250250;1
2503100;NA;250310;1
2510600;NA;251060;1
2512200;NA;251220;1
2514909;NA;251490;1
2516508;NA;251650;1
2603900;NA;260390;1
2605608;NA;260560;1
2607703;NA;260770;1
2612802;NA;261280;1
2615904;NA;261590;1
2901353;NA;290135;1
2901502;NA;290150;1
2903276;NA;290327;1
2903805;NA;290380;1
2904506;NA;290450;1
2905107;NA;290510;1
2906824;NA;290682;1
2906857;NA;290685;1
2906907;NA;290690;1
2911253;NA;291125;1
2911600;NA;291160;1
2912806;NA;291280;1
2918456;NA;291845;1
2918902;NA;291890;1
2919058;NA;291905;1
2920403;NA;292040;1
2920809;NA;292080;1
2922730;NA;292273;1
2924058;NA;292405;1
2924652;NA;292465;1
2925253;NA;292525;1
2925931;NA;292593;1
2926103;NA;292610;1
2927903;NA;292790;1
2928059;NA;292805;1
2928950;NA;292895;1
2929370;NA;292937;1
2930600;NA;293060;1
2930907;NA;293090;1
2931103;NA;293110;1
2931806;NA;293180;1
2933059;NA;293305;1
2933109;NA;293310;1
2933257;NA;293325;1
3100104;NA;310010;1
3100500;NA;310050;1
3100807;NA;310080;1
3101300;NA;310130;1
3101409;NA;310140;1
3101631;NA;310163;1
3101805;NA;310180;1
3102050;NA;310205;2
3102209;NA;310220;1
3102506;NA;310250;1
3102852;NA;310285;1
3102902;NA;310290;1
3103207;NA;310320;1
3103702;NA;310370;2
3103801;NA;310380;2
3104403;NA;310440;1
3104452;NA;310445;1
3104809;NA;310480;1
3105004;NA;310500;1
3105202;NA;310520;1
3105301;NA;310530;1
3105707;NA;310570;1
3106408;NA;310640;2
3106606;NA;310660;1
3107000;NA;310700;1
3107505;NA;310750;1
3107703;NA;310770;1
3107901;NA;310790;2
3108701;NA;310870;1
3108800;NA;310880;1
3109451;NA;310945;2
3109907;NA;310990;1
3110103;NA;311010;1
3110400;NA;311040;1
3111309;NA;311130;1
3111705;NA;311170;1
3111903;NA;311190;1
3112059;NA;311205;1
3112109;NA;311210;1
3112208;NA;311220;1
3112406;NA;311240;2
3112505;NA;311250;1
3112653;NA;311265;1
3112703;NA;311270;1
3112802;NA;311280;1
3112901;NA;311290;1
3113008;NA;311300;1
3113107;NA;311310;1
3113602;NA;311360;1
3114105;NA;311410;2
3114600;NA;311460;1
3114709;NA;311470;1
3114808;NA;311480;1
3114907;NA;311490;1
3115003;NA;311500;1
3115201;NA;311520;1
3115359;NA;311535;1
3115409;NA;311540;1
3115458;NA;311545;1
3115474;NA;311547;1
3115607;NA;311560;1
3115706;NA;311570;1
3116001;NA;311600;1
3116159;NA;311615;1
3116308;NA;311630;1
3116407;NA;311640;1
3116506;NA;311650;1
3116902;NA;311690;1
3117207;NA;311720;1
3117405;NA;311740;1
3117876;NA;311787;2
3118106;NA;311810;2
3118908;NA;311890;1
3119005;NA;311900;1
3119708;NA;311970;1
3119807;NA;311980;1
3119906;NA;311990;2
3119955;NA;311995;2
3120102;NA;312010;1
3120409;NA;312040;1
3120607;NA;312060;1
3120839;NA;312083;1
3121209;NA;312120;2
3121258;NA;312125;1
3121308;NA;312130;1
3121803;NA;312180;1
3122108;NA;312210;1
3122207;NA;312220;1
3122405;NA;312240;1
3122470;NA;312247;1
3122603;NA;312260;1
3122801;NA;312280;1
3123007;NA;312300;1
3123106;NA;312310;1
3123304;NA;312330;1
3123403;NA;312340;2
3123502;NA;312350;1
3123528;NA;312352;2
3123700;NA;312370;1
3123809;NA;312380;1
3124401;NA;312440;1
3124708;NA;312470;1
3125200;NA;312520;1
3125408;NA;312540;2
3125507;NA;312550;1
3125606;NA;312560;1
3125705;NA;312570;2
3125804;NA;312580;1
3125903;NA;312590;1
3125952;NA;312595;2
3126000;NA;312600;2
3126208;NA;312620;1
3126307;NA;312630;1
3126406;NA;312640;1
3126604;NA;312660;1
3126901;NA;312690;1
3127206;NA;312720;1
3127305;NA;312730;1
3127339;NA;312733;1
3127354;NA;312735;1
3127370;NA;312737;1
3127388;NA;312738;1
3127404;NA;312740;1
3127503;NA;312750;1
3127909;NA;312790;1
3128105;NA;312810;2
3128808;NA;312880;1
3129004;NA;312900;1
3129400;NA;312940;1
3129608;NA;312960;1
3129905;NA;312990;1
3130002;NA;313000;1
3130051;NA;313005;1
3130200;NA;313020;3
3130309;NA;313030;1
3130408;NA;313040;1
3130507;NA;313050;2
3130556;NA;313055;1
3130606;NA;313060;2
3130804;NA;313080;1
3131000;NA;313100;1
3131109;NA;313110;1
3131158;NA;313115;1
3131406;NA;313140;1
3132008;NA;313200;1
3132602;NA;313260;1
3133600;NA;313360;2
3134103;NA;313410;1
3134301;NA;313430;1
3134509;NA;313450;1
3135076;NA;313507;1
3135308;NA;313530;1
3135357;NA;313535;1
3135407;NA;313540;3
3135704;NA;313570;1
3135902;NA;313590;1
3136108;NA;313610;1
3136405;NA;313640;1
3136504;NA;313650;1
3136553;NA;313655;1
3136801;NA;313680;1
3136900;NA;313690;2
3137304;NA;313730;1
3137536;NA;313753;2
3138005;NA;313800;1
3138104;NA;313810;1
3138302;NA;313830;1
3138351;NA;313835;1
3138658;NA;313865;1
3138674;NA;313867;2
3138708;NA;313870;2
3139102;NA;313910;2
3139250;NA;313925;1
3140100;NA;314010;1
3140159;NA;314015;1
3140209;NA;314020;1
3140308;NA;314030;2
3140407;NA;314040;1
3140530;NA;314053;1
3140605;NA;314060;1
3140852;NA;314085;1
3141207;NA;314120;1
3141306;NA;314130;2
3141702;NA;314170;1
3141900;NA;314190;1
3142007;NA;314200;1
3144359;NA;314435;1
3144375;NA;314437;1
3144904;NA;314490;1
3145059;NA;314505;1
3145356;NA;314535;1
3145455;NA;314545;1
3145802;NA;314580;1
3145851;NA;314585;1
3145877;NA;314587;1
3146404;NA;314640;1
3146503;NA;314650;3
3146602;NA;314660;1
3148202;NA;314820;1
3148400;NA;314840;1
3148756;NA;314875;1
3148905;NA;314890;1
3149200;NA;314920;1
3149507;NA;314950;1
3149606;NA;314960;1
3149952;NA;314995;1
3150000;NA;315000;1
3150158;NA;315015;1
3150208;NA;315020;1
3150307;NA;315030;1
3150406;NA;315040;1
3150505;NA;315050;2
3150539;NA;315053;1
3151008;NA;315100;1
3151305;NA;315130;1
3152170;NA;315217;1
3152303;NA;315230;1
3152600;NA;315260;2
3152709;NA;315270;1
3153004;NA;315300;2
3153103;NA;315310;1
3153202;NA;315320;1
3153608;NA;315360;1
3153707;NA;315370;1
3153905;NA;315390;2
3154101;NA;315410;1
3154150;NA;315415;1
3154408;NA;315440;2
3154804;NA;315480;2
3155009;NA;315500;1
3155306;NA;315530;1
3155405;NA;315540;1
3156106;NA;315610;2
3156205;NA;315620;1
3156304;NA;315630;1
3156403;NA;315640;1
3156452;NA;315645;1
3157252;NA;315725;1
3157336;NA;315733;1
3157500;NA;315750;1
3157609;NA;315760;1
3157658;NA;315765;1
3158102;NA;315810;1
3158508;NA;315850;1
3158904;NA;315890;2
3159001;NA;315900;2
3159308;NA;315930;1
3159357;NA;315935;1
3159506;NA;315950;1
3159704;NA;315970;1
3160009;NA;316000;1
3160108;NA;316010;1
3160207;NA;316020;1
3160454;NA;316045;1
3160801;NA;316080;1
3160900;NA;316090;1
3160959;NA;316095;1
3161056;NA;316105;1
3161205;NA;316120;1
3161403;NA;316140;1
3161502;NA;316150;1
3161601;NA;316160;1
3161650;NA;316165;1
3162203;NA;316220;1
3162302;NA;316230;1
3162559;NA;316255;2
3162609;NA;316260;1
3162922;NA;316292;3
3163102;NA;316310;1
3163201;NA;316320;1
3163607;NA;316360;1
3163805;NA;316380;1
3163904;NA;316390;1
3164001;NA;316400;1
3164209;NA;316420;1
3164308;NA;316430;1
3164407;NA;316440;1
3164431;NA;316443;1
3164472;NA;316447;1
3164605;NA;316460;2
3165107;NA;316510;1
3165206;NA;316520;2
3165305;NA;316530;1
3165404;NA;316540;1
3165503;NA;316550;1
3165578;NA;316557;2
3165602;NA;316560;1
3165800;NA;316580;1
3165909;NA;316590;1
3166006;NA;316600;1
3166204;NA;316620;1
3166303;NA;316630;1
3166402;NA;316640;1
3166907;NA;316690;2
3167004;NA;316700;1
3167400;NA;316740;1
3167707;NA;316770;1
3167905;NA;316790;2
3168051;NA;316805;1
3168101;NA;316810;3
3168200;NA;316820;1
3169059;NA;316905;1
3169109;NA;316910;1
3169802;NA;316980;1
3170438;NA;317043;1
3170479;NA;317047;1
3170529;NA;317052;1
3170578;NA;317057;1
3170602;NA;317060;1
3170750;NA;317075;2
3171030;NA;317103;1
3171071;NA;317107;1
3171105;NA;317110;1
3171154;NA;317115;1
3171402;NA;317140;1
3200136;NA;320013;1
3201803;NA;320180;1
3202256;NA;320225;3
3202553;NA;320255;1
3203163;NA;320316;1
3204252;NA;320425;1
3204658;NA;320465;1
3205150;NA;320515;1
3500402;NA;350040;2
3502002;NA;350200;1
3502309;NA;350230;1
3505005;NA;350500;1
3507456;NA;350745;1
3509809;NA;350980;1
3510302;NA;351030;2
3512605;NA;351260;1
3513207;NA;351320;2
3513306;NA;351330;1
3514007;NA;351400;1
3514601;NA;351460;1
3516853;NA;351685;1
3518503;NA;351850;1
3520202;NA;352020;1
3520426;NA;352042;1
3520806;NA;352080;1
3523701;NA;352370;1
3524907;NA;352490;1
3525409;NA;352540;1
3525854;NA;352585;1
3526308;NA;352630;1
3527009;NA;352700;1
3527900;NA;352790;1
3530003;NA;353000;1
3530904;NA;353090;1
3531209;NA;353120;1
3532207;NA;353220;1
3532306;NA;353230;1
3536802;NA;353680;1
3537503;NA;353750;1
3539707;NA;353970;1
3541059;NA;354105;1
3541653;NA;354165;1
3542107;NA;354210;1
3542701;NA;354270;1
3543006;NA;354300;1
3543105;NA;354310;1
3543204;NA;354320;1
3543501;NA;354350;1
3543600;NA;354360;1
3545159;NA;354515;1
3546009;NA;354600;1
3547908;NA;354790;1
3548104;NA;354810;2
3549607;NA;354960;1
3550506;NA;355050;1
3551108;NA;355110;1
3553005;NA;355300;2
3553203;NA;355320;1
3553856;NA;355385;1
4100459;NA;410045;2
4100905;NA;410090;1
4101051;NA;410105;1
4101150;NA;410115;1
4101309;NA;410130;2
4101655;NA;410165;1
4101853;NA;410185;1
4102208;NA;410220;2
4102703;NA;410270;1
4102752;NA;410275;2
4103024;NA;410302;2
4103040;NA;410304;3
4103057;NA;410305;3
4103107;NA;410310;1
4103156;NA;410315;2
4103206;NA;410320;1
4103222;NA;410322;3
4103354;NA;410335;3
4103370;NA;410337;2
4103404;NA;410340;1
4103479;NA;410347;1
4103503;NA;410350;1
4103958;NA;410395;1
4104055;NA;410405;2
4104105;NA;410410;3
4104451;NA;410445;4
4106001;NA;410600;1
4106100;NA;410610;1
4106456;NA;410645;2
4106555;NA;410655;2
4106571;NA;410657;2
4106852;NA;410685;3
4107009;NA;410700;1
4107124;NA;410712;2
4107157;NA;410715;3
4107405;NA;410740;2
4107520;NA;410752;1
4107546;NA;410754;2
4107553;NA;410755;1
4107801;NA;410780;2
4107850;NA;410785;2
4107900;NA;410790;2
4108106;NA;410810;1
4108320;NA;410832;1
4108452;NA;410845;1
4108502;NA;410850;3
4108551;NA;410855;1
4108650;NA;410865;2
4108908;NA;410890;1
4108957;NA;410895;3
4109005;NA;410900;1
4109203;NA;410920;1
4109658;NA;410965;2
4109757;NA;410975;3
4110052;NA;411005;1
4110078;NA;411007;1
4110409;NA;411040;1
4110656;NA;411065;1
4110953;NA;411095;4
4111001;NA;411100;1
4111100;NA;411110;1
4111605;NA;411160;1
4111704;NA;411170;1
4112306;NA;411230;1
4112751;NA;411275;2
4112900;NA;411290;1
4113007;NA;411300;1
4113106;NA;411310;2
4113254;NA;411325;1
4113403;NA;411340;1
4113429;NA;411342;1
4113452;NA;411345;3
4113601;NA;411360;1
4113734;NA;411373;2
4113759;NA;411375;1
4113809;NA;411380;1
4114351;NA;411435;2
4114708;NA;411470;1
4115002;NA;411500;2
4115309;NA;411530;3
4115457;NA;411545;2
4115507;NA;411550;1
4115739;NA;411573;1
4115853;NA;411585;2
4116307;NA;411630;1
4116604;NA;411660;1
4116950;NA;411695;2
4117214;NA;411721;2
4117271;NA;411727;1
4117297;NA;411729;1
4117404;NA;411740;1
4117453;NA;411745;3
4118451;NA;411845;2
4118600;NA;411860;1
4118709;NA;411870;3
4118808;NA;411880;4
4118857;NA;411885;1
4119004;NA;411900;3
4119251;NA;411925;2
4119657;NA;411965;2
4119707;NA;411970;1
4120150;NA;412015;2
4120200;NA;412020;2
4120309;NA;412030;1
4120333;NA;412033;1
4120358;NA;412035;3
4120408;NA;412040;1
4120655;NA;412065;1
4121000;NA;412100;2
4121208;NA;412120;2
4121257;NA;412125;2
4121307;NA;412130;1
4121356;NA;412135;1
4121604;NA;412160;3
4121752;NA;412175;3
4122107;NA;412210;1
4122701;NA;412270;3
4122800;NA;412280;3
4123105;NA;412310;1
4123824;NA;412382;2
4123857;NA;412385;2
4123956;NA;412395;1
4124004;NA;412400;1
4124020;NA;412402;3
4124202;NA;412420;1
4124301;NA;412430;1
4124608;NA;412460;3
4124905;NA;412490;2
4125209;NA;412520;4
4125308;NA;412530;2
4125357;NA;412535;2
4125407;NA;412540;1
4125456;NA;412545;1
4125555;NA;412555;1
4125753;NA;412575;3
4125902;NA;412590;1
4126207;NA;412620;1
4126272;NA;412627;2
4126355;NA;412635;3
4126652;NA;412665;2
4126678;NA;412667;2
4126702;NA;412670;2
4127007;NA;412700;1
4127908;NA;412790;2
4128534;NA;412853;2
4128625;NA;412862;1
4128658;NA;412865;2
4128708;NA;412870;3
4128807;NA;412880;1
4200051;NA;420005;2
4200309;NA;420030;3
4200507;NA;420050;3
4200556;NA;420055;2
4200606;NA;420060;5
4200754;NA;420075;3
4201109;NA;420110;2
4201257;NA;420125;3
4201273;NA;420127;5
4201505;NA;420150;2
4201653;NA;420165;3
4201950;NA;420195;1
4202057;NA;420205;3
4202073;NA;420207;1
4202081;NA;420208;1
4202099;NA;420209;1
4202131;NA;420213;2
4202156;NA;420215;2
4202206;NA;420220;6
4202438;NA;420243;2
4202537;NA;420253;3
4202578;NA;420257;1
4202701;NA;420270;2
4202859;NA;420285;2
4202875;NA;420287;2
4203105;NA;420310;2
4203154;NA;420315;1
4203253;NA;420325;1
4203303;NA;420330;3
4203709;NA;420370;4
4204152;NA;420415;3
4204178;NA;420417;1
4204194;NA;420419;3
4204350;NA;420435;3
4204459;NA;420445;3
4204756;NA;420475;3
4205100;NA;420510;4
4205159;NA;420515;3
4205175;NA;420517;2
4205209;NA;420520;3
4205357;NA;420535;3
4205431;NA;420543;2
4205555;NA;420555;3
4206108;NA;420610;2
4206603;NA;420660;2
4206652;NA;420665;3
4206751;NA;420675;1
4206801;NA;420680;1
4207577;NA;420757;2
4207601;NA;420760;3
